glottocode	genus	confidence
kela1257		
kela1258	North Borneo	initial
leng1260		
lund1271	North Borneo	initial
saba1265	North Borneo	initial
trin1273		
keny1280		
high1288		
main1275		
uppe1425		
umal1238	North Borneo	initial
umal1239		
lowl1270		
waha1238		
west2875		
long1406		
pena1271		
east2485		
west2562		
sebo1238		
west2563		
saba1285		
bolo1268		
nort3172		
bong1289	North Borneo	initial
idaa1241	North Borneo	initial
sout3154		
grea1293		
bisa1270		
brun1245		
lotu1250		
saba1267		
dusu1277		
kada1292		
cent2100		
sugu1244		
mino1243		
sugu1243		
kima1244		
klia1235		
kota1279		
kuij1237		
rung1260		
dump1244		
dump1242		
labu1249		
rung1259		
tobi1239		
pait1248		
abai1240		
seru1246		
tomb1244		
uppe1426		
lana1236		
tamp1254		
uppe1427		
grea1294		
muru1275		
abai1241		
east2724		
kala1391		
okol1241		
selu1244		
selu1243		
semb1240		
nort3186		
gana1277		
lowl1273		
book1241		
keni1249		
timu1262	North Borneo	initial
palu1253		
suma1273		
taga1273		
tidu1238		
buru1304		
tidu1239		
nort3262		
sout3241		
papa1268		
tata1257	North Borneo	initial
sara1342		
mela1262		
kaja1255		
kaja1256		
kaja1250		
laha1253		
seka1248		
mela1255		
cent2101	North Borneo	initial
daro1239		
sibu1259		
kano1244		
sibu1258		
puna1279		
mull1247		
aohe1237		
hovo1240		
hovo1239		
kere1285		
puna1280		
aput1239		
puna1267		
puna1268		
puna1278		
sian1255		
buka1263		
buka1261		
buki1248		
ukit1237		
puna1281		
puna1266		
puna1275		
saja1241		
nunu1252		
kaye1241		
pata1263		
manu1263		
huau1237		
manu1258		
nuau1240		
nort2867		
sout2895	Central Malayo-Polynesian	initial
piru1243		
east2752		
east2757		
sepa1242		
telu1263		
sole1243		
paul1238	Central Malayo-Polynesian	initial
sera1270		
ambo1254		
cent2289		
laha1251		
seit1239		
nort3236		
hitu1239		
tule1244		
kaib1244		
ulia1238		
hatu1247		
haru1244		
hatu1244		
elpa1239		
amah1245		
nusa1245		
sapa1250		
latu1237		
sapa1251		
kama1362		
west2843		
asil1242		
hoam1238		
east2468		
boan1242		
lari1255	Central Malayo-Polynesian	initial
west2853		
luhu1243		
mani1297		
thre1238		
amal1243		
nort3221		
hulu1246		
lisa1239		
loun1239		
sale1244		
ulat1237		
alun1238	Central Malayo-Polynesian	initial
naka1263		
yala1266		
nort2864		
pala1344	Palauan	initial
reja1240	Rejang	initial
sang1335		
nort3174		
nort2871		
sang1336	Sangiric	initial
sang1337		
tala1285	Sangiric	initial
sout3155		
bant1286	Sangiric	initial
rata1244	Sangiric	initial
sout2923		
bugi1243		
bugi1245		
bugi1244	South Sulawesi	initial
camp1262		
tama1334		
emba1238	South Sulawesi	initial
tama1335		
lemo1243		
maka1310		
konj1250		
coas1295	South Sulawesi	initial
high1275		
nucl1727		
bent1237		
maka1311	South Sulawesi	initial
sela1260	South Sulawesi	initial
nort2894		
mamu1255		
mand1442	South Sulawesi	initial
mase1250		
duri1242		
enre1239		
maiw1250		
mali1283		
pitu1237		
dakk1238		
mata1312		
aral1243	South Sulawesi	initial
bamb1270	South Sulawesi	initial
ulum1237		
pann1239		
tora1260		
kalu1247		
mama1276	South Sulawesi	initial
taee1237		
talo1251		
tora1261	South Sulawesi	initial
ramp1244		
bada1260		
bada1261		
beso1237		
napu1241	Celebic	initial
ramp1243		
seko1241		
pana1302		
budo1241		
pana1303		
seko1242		
seko1243		
tani1260		
east2900		
bomb1263		
argu1237		
bedo1237		
erok1237		
nabi1238		
irar1238	South Halmahera - West New Guinea	initial
kuri1260		
keit1238		
keif1237		
ford1242	Central Malayo-Polynesian	initial
keii1239	Central Malayo-Polynesian	initial
yamd1241		
onin1244		
onin1245		
seka1247		
urua1244		
yamd1240	Central Malayo-Polynesian	initial
teor1239		
kurr1245		
teor1240		
timo1265		
east2733		
idat1237		
laka1255		
east2894		
cent2079		
habu1241		
tetu1244		
tetu1245	Central Malayo-Polynesian	initial
tetu1246	Central Malayo-Polynesian	initial
kawa1289		
kair1265		
naue1237		
waim1252		
helo1243		
rote1234		
east2858		
cent2375		
east2859		
bilb1242		
ring1244		
term1237	Central Malayo-Polynesian	initial
lole1239		
tiii1241		
west2955		
dela1251		
deng1254		
deng1253		
uabm1238		
amar1273		
nort3357		
baik1238		
uabm1237	Central Malayo-Polynesian	initial
sout3382		
baba1274		
nort2859		
daii1240		
dawe1237		
nort2860		
sout2881		
mase1249		
cent2072		
east2462		
seri1255		
sout2883		
west2535		
sout2882		
empl1237		
imro1237		
tela1241		
west2548		
east2472		
luan1261		
kisa1265		
kisa1266	Central Malayo-Polynesian	initial
roma1332		
luan1262		
leti1246	Central Malayo-Polynesian	initial
luan1263	Central Malayo-Polynesian	initial
maku1277		
sout2890		
sela1259	Central Malayo-Polynesian	initial
selu1242		
teun1242		
nila1243		
nila1244		
seru1245		
teun1241		
weta1246		
galo1243		
weta1245		
iliu1237		
pera1258		
pera1259		
aput1237		
pera1257		
tugu1245	Central Malayo-Polynesian	initial
toli1244		
boan1243		
toto1304		
west2817		
ambe1248		
sula1247		
buru1322		
buru1303	Central Malayo-Polynesian	initial
huku1237		
lise1239		
sula1248		
west2945		
mamb1306		
wela1235		
west2547		
kema1243		
tuku1254		
nort2899		
kulo1237		
kulo1238		
sais1237		
paiw1248	Paiwan	initial
puyu1239		
ruka1240	Rukai	initial
tsou1250		
kana1292		
kana1286		
saar1237		
tsou1248	Tsou	initial
west2572		
cent2106		
babu1240		
papo1239		
thao1240	Western Plains Austronesian	initial
ayma1253	isolate	
nucl1667		
cent2142	Aymaran	initial
sout2996		
tupe1234		
cauq1239		
jaqa1244	Aymaran	initial
baib1250	isolate	
baib1251		
fass1245	Baibai-Fas	initial
bain1263	isolate	
kair1267		
mali1284	Baining	initial
qaqe1238	Baining	initial
simb1259		
unun9989		
mako1250		
urap1240		
bang1363	isolate	initial
barb1265	isolate	
caya1244		
chac1249	Barbacoan	initial
colo1256	Barbacoan	initial
coco1262		
guam1248	Barbacoan	initial
toto1306		
unun9945		
awac1239	Barbacoan	initial
cana1260		
basq1248	isolate	initial
bayo1259	isolate	
awbo1238		
bayo1260		
beot1247	isolate	initial
bert1248	isolate	initial
beto1236	isolate	initial
bilu1245	isolate	initial
bira1253	isolate	
boga1247	isolate	
book1242	isolate	
aari1240		
achi1258		
adab1235		
adap1234		
adug1238		
adze1241		
aghu1256		
ahea1240		
ahir1243		
aiku1240		
alag1249		
amap1241		
amer1256		
amik1238		
anas1239		
anca1236		
arak1254		
arak1256		
aram1252		
assa1266		
atue1238		
auve1240		
ayic1234		
baba1273		
baga1271		
baga1274		
baha1262		
bain1260		
baku1265		
bala1306		
bana1306		
band1337		
belg1241		
bemb1258		
beti1250		
bhal1245		
bhat1237		
bika1251		
bisu1247		
born1252		
bubi1249		
buga1251		
buma1247		
bura1269		
buso1242		
buxi1237		
buya1245		
cagu1236		
calo1235		
caru1240		
cata1284		
cauc1241		
chak1275		
cham1329		
chau1262		
chet1237		
chil1283		
chip1236		
chit1285		
chol1285		
chor1275		
chua1256		
chuj1251		
chum1264		
cona1234		
coxi1236		
coya1241		
cume1234		
dara1255		
daya1245		
dega1238		
desi1235		
dhan1267		
doro1267		
dume1236		
elpa1240		
emok1238		
euro1250		
fala1245		
foia1236		
foma1238		
fore1268		
fumm1238		
gabu1248		
gamo1244		
garr1261		
gasc1241		
gbat1238		
gela1261		
gema1236		
geng1243		
geya1234		
gowl1241		
gowl1242		
gugu1257		
guli1244		
hmon1338		
horu1241		
huas1255		
huas1256		
iapa1241		
ibil1238		
ides1238		
ihie1238		
ijaz1238		
imer1236		
ipek1240		
irrr1240		
itut1240		
izer1243		
jaka1246		
jaru1257		
jiar1242		
jude1262		
kabi1264		
kaha1240		
kahu1242		
kaka1269		
kaki1247		
kamb1287		
kang1282		
kann1253		
kaqc1271		
kaqc1272		
kaqc1273		
kaqc1274		
kaqc1275		
kaqc1276		
kaqc1277		
kaqc1278		
kaqc1279		
kari1309		
kati1278		
kaya1334		
kayo1247		
kayu1244		
kemi1240		
khal1270		
kham1280		
khao1244		
khia1237		
khlo1239		
khua1243		
khua1244		
khum1250		
kich1263		
kich1264		
kich1265		
kich1266		
kich1267		
kior1239		
kisa1264		
kofa1236		
koho1245		
koko1273		
kolu1247		
konk1268		
kose1239		
kpat1244		
kuan1250		
kukn1238	Indic	initial
kuku1279		
kuku1286		
kumb1267		
kunf1238		
kung1262		
kwak1264		
laba1241		
lach1251		
laht1236		
lahu1255		
lama1289		
lama1290		
lamb1277		
land1262		
lang1333		
lang1334		
laop1234		
laos1235		
lema1244		
limo1250		
ling1261		
ling1268		
loar1234		
lopi1243		
lowe1441		
luaa1235		
luia1234		
lumb1250		
lyon1239		
mada1299		
maha1308		
mahe1238		
mala1431		
mala1546		
mali1287		
mali1288		
mamc1234		
mams1234		
mamt1234		
mamt1235		
mara1407		
mask1241		
mawa1268		
mawa1271		
maya1286		
medi1249		
mimi1246		
mina1267		
mirg1238		
moin1242		
muji1236		
muna1238		
mund1321		
mund1339		
nand1263		
nara1265		
nata1238		
natu1249		
naxi1246		
ndeg1238		
ndon1252		
ngar1286		
ngom1265		
ngon1275		
nija1242		
nisi1239		
noca1240		
noot1239		
norr1243		
nort2640		
nort3144		
nort3249		
nort3250		
nort3251		
nucl1668		
nupb1238		
nyad1241		
nyen1255		
occi1241		
odut1238		
oldi1244		
oldp1255		
oldt1247		
olko1234		
omat1240		
omej1234		
onte1239		
orok1270		
orop1234		
oung1238		
palp1242		
palu1254		
pamo1255		
pana1292		
paoo1245		
pars1251		
pars1252		
patl1234		
pend1244		
akya1234		
burm1267		
chen1271		
dawi1234		
ekai1234		
jogi1234		
koka1245		
lait1239		
laon1234		
pony1234		
rung1263		
song1313		
thai1262		
phan1256		
piru1241		
poka1242		
pona1251		
pong1252		
poqo1255		
poqo1256		
poqo1257		
pray1239		
prov1247		
puim1234		
puko1234		
pula1268		
puna1274		
puru1262		
puto1237		
puwa1234		
quet1239		
rajb1244		
rana1249		
rany1238		
rawa1268		
rien1238		
rufi1234		
saka1300		
salc1238		
salu1254		
samr1245		
sana1281		
sang1338		
sans1276		
sara1320		
sara1350		
sava1244		
sela1262		
seru1247		
shak1238		
shua1252		
siki1239		
silt1241		
sind1280		
sing1237		
song1304		
soul1243		
sout2718		
sout2892		
sout3125		
sout3128		
sout3129		
sout3221		
sout3222		
sout3223		
sout3224		
sout3225		
suba1254		
sung1271		
taca1258		
taen1234		
taih1245		
takp1246		
tand1259		
tang1374		
tanj1248		
tape1236		
tare1239		
tarp1241		
tasm1247		
tawa1289		
tete1252		
thee1240		
thud1238		
thul1247		
tiju1234		
ting1238		
ting1253		
tlal1234		
toal1234		
tome1239		
tomy1239		
tune1241		
tush1243		
tuto1242		
tzel1255		
tzot1260		
tzot1261		
tzot1262		
tzot1263		
tzot1264		
tzut1249		
uokh1238		
uppe1424		
uppe1459		
urad1239		
vatr1237		
waga1262		
waha1239		
walo1239		
ward1243		
wasu1256		
wela1234		
west2863		
wira1260		
wume1236		
yamo1246		
yamp1243		
yang1292		
yang1301		
yari1235		
yars1234		
yaum1238		
yend1240		
yidd1241		
ying1248		
yosa1234		
yuan1242		
yugh1240		
zarp1238		
bora1262	isolate	
bora1263	Boran	initial
muin1242	Boran	initial
bord1247	isolate	
bewa1242		
ning1275		
pagi1245		
ainb1238		
kilm1241		
pagi1244		
taik1254		
awyi1241	Border	initial
taik1255		
wari1265		
aman1265	Border	initial
nucl1773		
imon1245	Border	initial
mane1266	Border	initial
seng1285		
simo1242		
auwe1239		
daon1243		
wain1248		
sowa1245		
umed1238		
wari1266	Border	initial
boro1281	isolate	
boro1285		
boro1282	Bororoan	initial
otuk1240		
umot1240		
bosa1245	isolate	
bosa1246		
aime1238		
kalu1249		
kalu1248	Bosavi	initial
soni1260		
kasu1251		
onob1238		
etor1234		
beam1240		
edol1239	Bosavi	initial
bula1259	isolate	
jelm1234		
wana1273		
yelm1242	Bulaka River	initial
makl1246	Bulaka River	initial
buna1274	isolate	
buna1275	Bunuban	initial
goon1238	Bunuban	initial
burm1264	isolate	
buru1296	isolate	initial
cadd1255	isolate	
cadd1256	Caddo	initial
nort2950		
pawn1252		
kits1249	Northern Caddoan	initial
pawn1253		
arik1262	Northern Caddoan	initial
pawn1254	Northern Caddoan	initial
wich1260	Northern Caddoan	initial
cahu1265	isolate	
chay1248	Cahuapanan	initial
jebe1250	Cahuapanan	initial
cams1241	isolate	initial
cand1248	isolate	initial
cani1243	isolate	
cari1283	isolate	
apal1257	Cariban	initial
guia1242		
gali1262	Cariban	initial
maqu1239		
maqu1238	Cariban	initial
wayu1242		
palm1241		
tara1324		
cari1279	Cariban	initial
tiri1260		
akur1238		
paux1235		
trio1238	Cariban	initial
uncl1520		
yaoa1239		
waya1272		
tive1236		
waya1269	Cariban	initial
kuik1245		
nucl1656		
kuik1246	Cariban	initial
mati1253		
pime1237		
paru1239		
kaxu1237		
waiw1245		
hixk1239	Cariban	initial
waiw1244	Cariban	initial
peko1235		
baka1277	Cariban	initial
xing1247		
apia1247		
ikpe1245		
para1310		
yaru1255		
vene1261		
mapo1244		
coas1302		
chai1253		
cuma1240		
mapo1245		
mapo1246	Cariban	initial
pemo1245		
yaba1248		
para1308		
para1309		
paux1236		
sapa1254		
tama1338		
pemo1246		
enap1235	Cariban	initial
pemo1247		
kapo1251		
akaw1239	Cariban	initial
pata1262		
macu1259	Cariban	initial
pemo1248	Cariban	initial
yawa1262		
bona1255		
waim1253		
yukp1242		
opon1234		
yukp1243		
japr1238	Cariban	initial
yukp1241	Cariban	initial
cayu1241	isolate	
cayu1262	isolate	initial
cent2045	isolate	
cent2225	isolate	
lend1246		
bale1255		
lend1245	Lendu	initial
ndru1234		
ngit1239	Lendu	initial
mang1393		
lomb1254		
mang1424		
asoa1238		
mang1394	Mangbetu	initial
memb1239		
mang1425		
lese1245		
bend1260		
efee1239		
lese1243	Mangbutu-Efe	initial
mvub1239		
mamv1243	Mangbutu-Efe	initial
mang1396		
ndoo1242		
uncl1501		
birr1240	Birri	initial
moru1252		
cent2043		
arin1244		
avok1242	Moru-Ma'di	initial
kali1312		
keli1248		
omii1238		
logo1259	Moru-Ma'di	initial
lugb1240	Moru-Ma'di	initial
moru1253	Moru-Ma'di	initial
sout2827		
madi1260	Moru-Ma'di	initial
olub1238		
sout2828		
sara1341		
bong1285	Bongo-Bagirmi	initial
moro1282		
baka1274	Bongo-Bagirmi	initial
moro1293		
beli1257		
gber1234		
mitt1253		
moda1242		
moro1284		
lori1239		
jurm1239	Bongo-Bagirmi	initial
nyam1279		
sbbo1237		
nucl1719		
ferg1237		
gula1266	Bongo-Bagirmi	initial
kara1482	Bongo-Bagirmi	initial
ndug1243		
luto1241		
vale1250		
sara1349		
bagi1248		
bagi1246	Bongo-Bagirmi	initial
keng1240	Bongo-Bagirmi	initial
moro1296		
bayo1261		
gula1269		
moro1281		
jaya1242		
naba1258		
bera1261		
naba1253		
cent2044		
sara1344		
gula1268		
horo1247		
sarr1246		
sara1345		
gore1234		
kaba1281		
laka1254		
ngam1268	Bongo-Bagirmi	initial
sara1346		
bedi1236		
bedj1245		
gorr1238		
mang1398	Bongo-Bagirmi	initial
sido1234		
dagb1248		
mbay1241	Bongo-Bagirmi	initial
ngam1269		
sara1318		
barh1234		
furu1242	Bongo-Bagirmi	initial
sara1348		
sara1319		
sara1321		
sara1322		
koul1239		
disa1239		
kulf1238		
yulu1243		
siny1243		
chap1271	isolate	
more1263		
more1264		
nucl1662		
iten1243		
kuyu1236		
tora1263		
wari1269		
urup1244		
urup1245		
yaru1257		
wanh1234		
wany1246		
wari1267		
orow1243		
wari1268	Chapacura-Wanham	initial
tapa1264		
chap1269		
kite1239		
kite1237		
nape1237		
unun9892		
roco1235		
char1238	isolate	
chan1296		
char1240		
guen1235		
chib1249	isolate	
core1252		
isth1243		
dora1241		
chan1324		
dora1242		
east2569		
guay1266		
bugl1243	Guaymiic	initial
ngab1239	Guaymiic	initial
kuna1280		
bord1248	Kuna	initial
sanb1242		
west2641		
boru1252	Western Isthmic Chibchan	initial
teri1250	Western Isthmic Chibchan	initial
vice1244		
brib1243	Western Isthmic Chibchan	initial
cabe1245	Western Isthmic Chibchan	initial
magd1236		
nort3000		
arhu1241		
cogu1240	Arhuacic	initial
east2571		
arhu1242	Arhuacic	initial
east2572		
kank1244		
mala1522	Arhuacic	initial
chim1309	Chimila	initial
sout3015		
bari1297	Barí	initial
chib1269		
chib1270	Chibcha-Duit	initial
duit1239		
tune1260		
ango1257		
barr1251		
cent2150	Tunebo	initial
west2651		
unun9943		
anti1242		
voti1248		
huet1235		
male1297		
rama1270	Rama	initial
pech1241	Pech	initial
chim1301	isolate	initial
chim1311	isolate	
chim1310	Chimakuan	initial
quil1240	Chimakuan	initial
chin1490	isolate	
kath1253	Chinookan	initial
lowe1438		
chin1272		
chin1286	Chinookan	initial
wasc1239	Chinookan	initial
chiq1253	isolate	
chiq1248	Chiquitano	initial
sanm1288		
chit1248	isolate	initial
choc1280	isolate	
embe1258		
atra1235		
embe1260	Choco	initial
pana1309		
embe1259		
nort2972	Choco	initial
sanj1278		
epen1239	Choco	initial
uppe1440		
embe1261		
embe1262	Choco	initial
unun9901		
anse1238		
cara1271		
woun1238	Choco	initial
chon1248	isolate	
chon1288	isolate	
cont1245		
tehu1242	Chonan Proper	initial
teus1236		
insu1253		
haus1240		
onaa1245	Chonan Proper	initial
chuk1271	isolate	
chuk1272		
chuk1273	Northern Chukotko-Kamchatkan	initial
kory1247		
alut1245	Northern Chukotko-Kamchatkan	initial
jkor1234		
kere1280	Northern Chukotko-Kamchatkan	initial
kory1246	Northern Chukotko-Kamchatkan	initial
kamc1243		
east2812		
itel1242	Southern Chukotko-Kamchatkan	initial
sout3274		
chum1262	isolate	
obis1242		
sout3132		
cent2139		
barb1263	Chumash	initial
ines1240	Chumash	initial
puri1259		
vent1242		
cruz1243		
coah1252	isolate	initial
coch1271	isolate	
coch1276		
coch1272		
robi1235		
yuma1250		
gene1244		
delt1253		
coco1261	Yuman	initial
dieg1234		
ipai1240		
kumi1248	Yuman	initial
kwat1246		
paii1252		
hava1248	Yuman	initial
paip1241		
rive1260		
mari1440	Yuman	initial
moha1256	Yuman	initial
quec1382	Yuman	initial
kili1268	Yuman	initial
cofa1242	isolate	initial
come1251	isolate	initial
coos1248	isolate	
coos1249	Coosan	initial
milu1241		
coto1248	isolate	
cuit1236	isolate	initial
cull1235	isolate	
daga1274	isolate	
cent2401		
dima1252		
maiw1251		
sout3381		
daga1275	Dagan	initial
mape1250		
onjo1240		
sout3380		
ginu1240		
kana1288		
tura1265		
uman1240		
daju1249	isolate	
east2428		
logo1261		
shat1244	Daju	initial
west2501		
dard1243		
dars1235	Daju	initial
njal1239		
nyal1252		
bayg1239		
darf1239	Daju	initial
dama1272	isolate	
demm1245	isolate	
dibi1240	isolate	
dizo1235	isolate	
dizi1235	Dizoid	initial
nayi1243		
shek1245		
dogo1299	isolate	
esca1235		
donn1239	Dogon	initial
tomm1242	Dogon	initial
toro1252	Dogon	initial
nang1263		
bank1259		
bent1238		
nang1261		
nort2824		
dogu1235		
yand1255		
bond1248		
tebu1239		
yand1256		
anat1248		
yand1257		
plai1257		
jams1239	Dogon	initial
toro1253		
west2508		
tene1248		
tomo1243		
west2779		
pena1272		
ampa1238		
buno1241		
momb1254		
pena1270		
tira1258		
doso1238	isolate	
doso1239		
turu1250		
drav1251	isolate	
cent2227		
kola1242		
nort2699	Dravidian	initial
sout1549		
parj1243		
duru1236	Dravidian	initial
olla1234		
mudh1235		
pott1240	Dravidian	initial
nort2698		
brah1256	Dravidian	initial
kuru1300		
kuru1301		
malt1248		
kuma1274	Dravidian	initial
saur1249		
sout3133		
sout3138		
tami1291		
bada1263		
bada1257	Dravidian	initial
kann1259		
aluk1238		
bett1235	Dravidian	initial
holi1239		
jenn1240		
kann1255		
nucl1305	Dravidian	initial
oldk1250		
maun1243		
shol1240		
tami1292		
kota1263	Dravidian	initial
tami1293		
tami1294		
irul1245		
irul1243		
mudu1245		
atta1243		
mudu1239		
tami1297		
koda1255	Dravidian	initial
tami1298		
mala1541		
alla1247		
aran1261		
kada1242		
kala1406		
kala1255		
kund1253		
path1235		
kani1275		
kuri1256		
mala1459		
mala1463		
mala1464	Dravidian	initial
mala1466		
mull1244		
ravu1238		
pani1256		
ravu1237		
thac1235		
ulla1237		
vish1243		
waya1264		
tami1299		
mala1457		
mala1468		
mala1550		
erav1242		
mala1458		
muth1243		
mann1246		
muth1236		
oldt1248		
tami1300		
pali1274		
tami1289	Dravidian	initial
yeru1242		
kaik1244		
patt1247		
yeru1240		
uncl1509		
kakk1234		
ural1274		
toda1252	Dravidian	initial
tulu1261		
bell1261		
kora1289		
korr1238		
mudu1241		
tulu1263		
kudi1237		
tulu1258	Dravidian	initial
sout3139		
gond1265		
nort3258		
nort2702		
sout3367		
muri1262		
east2340		
west2408		
sout2711		
east2880		
aher1237		
farw1235		
utno1237		
sout3234		
hill1257		
dand1238		
koya1251	Dravidian	initial
mari1414		
kond1294		
kond1295	Dravidian	initial
mand1411		
kuik1244		
kuii1252	Dravidian	initial
kuvi1243	Dravidian	initial
mand1412		
mand1413		
peng1244	Dravidian	initial
telu1265		
chen1255		
mukh1238		
oldt1249		
telu1262	Dravidian	initial
wadd1237		
unun9890		
khir1237		
duna1248	isolate	initial
east1459	isolate	
mani1235	East Bird's Head	initial
meax1236		
meya1236	East Bird's Head	initial
mosk1236		
east2374	isolate	
kamu1258	Eastern Daly	initial
madn1237	Eastern Daly	initial
east2386	isolate	
akak1254		
akaa1242		
kelo1246		
molo1257		
gaam1241	Eastern Jebel	initial
east2433	isolate	
femb1238		
kona1242		
kubo1241		
goba1246		
kubo1242		
samo1303	East Strickland	initial
odoo1238		
east2499	isolate	
